z,lon,lat,station,state,county,name,network,present,missing,9/1/2021,flag,time,9/2/2021,flag,time,Notes
1,-76.677016,38.997832,MD-AA-71,MD,Anne Arundel,Crofton 1.1 SSE,coco,2,0,0.001,T,6,1,,7,
1.41,-76.536154,38.783953,MD-AA-43,MD,Anne Arundel,Deale 0.9 SE,coco,2,0,0,,7,1.41,,7,
4.73,-76.6586,39.2082,MD-AA-35,MD,Anne Arundel,Linthicum 0.4 ENE,coco,2,0,2.42,,7,2.31,,7,
2.7,-76.6925,39.0755,MD-AA-65,MD,Anne Arundel,Odenton 1.0 N,coco,2,0,1.51,,7,1.19,,7,
2.16,-76.5443,39.1038,MD-AA-10,MD,Anne Arundel,Pasadena 0.7 SE,coco,2,0,0.23,,7,1.93,,7,
2.13,-76.511171,39.091628,MD-AA-39,MD,Anne Arundel,Pasadena 2.6 ESE,coco,2,0,0.05,,8,2.08,,8,
2.76,-76.5947309,38.9561759,MD-AA-84,MD,Anne Arundel,Riva 0.8 NNW,coco,2,0,0.02,,7,2.74,,7,
3,-76.6989,39.1147,MD-AA-51,MD,Anne Arundel,Severn 1.5 SSW,coco,2,0,1.46,,8,1.54,,8,
3.39,-76.65905,39.13732,MD-AA-27,MD,Anne Arundel,Severn 1.7 E,coco,2,0,1.87,,7,1.52,,7,
3.5,-76.728,39.1321,MD-AA-4,MD,Anne Arundel,Severn 2.0 W,coco,2,0,1.55,,7,1.95,,7,
2.19,-76.502807,38.840702,MD-AA-82,MD,Anne Arundel,Shady Side 1.4 ENE,coco,2,0,0.01,,7,2.18,,7,
2.45,-76.746857,39.272859,MD-BL-47,MD,Baltimore,Catonsville 0.6 NNW,coco,2,0,1.52,,6,0.93,,8,
2.07,-76.758346,39.277148,MD-BL-39,MD,Baltimore,Catonsville 1.2 NW,coco,2,0,1.14,,8,0.93,,8,
1.73,-76.680092,39.459969,MD-BL-45,MD,Baltimore,Cockeysville 2.9 WSW,coco,2,0,0.4,,8,1.33,,8,
2.19,-76.5743,39.5113,MD-BL-15,MD,Baltimore,Jacksonville 1.0 SW,coco,2,0,0.4,,8,1.79,,8,
2.02,-76.544552,39.536221,MD-BL-13,MD,Baltimore,Jacksonville 1.5 NE,coco,2,0,0.37,,8,1.65,,7,
3.89,-76.394955,39.4488709,MD-BL-28,MD,Baltimore,Kingsville 1.2 E,coco,2,0,0.59,,7,3.3,,7,
2.07,-76.53104,39.4692,MD-BL-9,MD,Baltimore,Long Green 0.6 SW,coco,2,0,0.4,,7,1.67,,7,
2.12,-76.6633,39.3712,MD-BC-3,MD,Baltimore,Mount Washington 0.5 N,coco,2,0,0.57,,7,1.55,,7,
1.49,-76.72172476,39.37111733,MD-BL-38,MD,Baltimore,Pikesville 1.8 SW,coco,2,0,0.67,,6,0.82,,6,
1.72,-76.8375,39.5001,187580,MD,Baltimore,REISTERSTOWN 2 NW,coop,2,0,0.26, ,6,1.46, ,6,
3.76,-76.520313,39.322644,MD-BL-53,MD,Baltimore,Rosedale 0.7 WSW,coco,2,0,1.41,,7,2.35,,7,
2.53,-76.615284,39.397048,MD-BL-16,MD,Baltimore,Towson 0.8 SW,coco,2,0,0.85,,8,1.68,,9,
2.35,-76.64654,39.40443,MD-BL-43,MD,Baltimore,Towson 1.5 WNW,coco,2,0,0.7,,9,1.65,,7,
4.3,-76.418862,39.370148,MD-BL-25,MD,Baltimore,White Marsh 2.3 ESE,coco,2,0,1.1,,7,3.2,,7,
2.74,-76.63951874,38.65214157,MD-CV-17,MD,Calvert,Huntingtown 2.9 NNW,coco,2,0,0.001,T,7,2.74,,7,
0.51,-76.4051,38.3809,MD-CV-22,MD,Calvert,Lusby 2.4 NE,coco,2,0,0,,7,0.51,,8,
2.5,-76.56774,38.715468,MD-CV-21,MD,Calvert,North Beach 1.8 WNW,coco,2,0,0,,7,2.5,,8,
0.33,-76.458882,38.33703,MD-CV-27,MD,Calvert,Solomons 1.3 NNW,coco,2,0,0.001,T,7,0.33,,7,
0.75,-75.9267,38.8623,MD-CL-10,MD,Caroline,Denton 5.8 WSW,coco,2,0,0,,7,0.75,,7,
0.98,-75.78463,38.986342,MD-CL-9,MD,Caroline,Greensboro 1.4 ENE,coco,2,0,0,,7,0.98,,7,
1.64,-76.9511,39.4674,MD-CR-21,MD,Carroll,Gamber 0.8 W,coco,2,0,0.4,,8,1.24,,7,
3.62,-77.1567,39.3715,MD-CR-3,MD,Carroll,Mount Airy 0.2 SE,coco,2,0,1.59,,6,2.03,,7,
1.92,-77.005238,39.455561,MD-CR-37,MD,Carroll,Sykesville 6.1 NNW,coco,2,0,0.6,,8,1.32,,8,
6.39,-77.111667,39.694167,MD-CR-5,MD,Carroll,Taneytown 4.1 NE,coco,2,0,0.75,,7,5.64,,7,
2.42,-77.025993,39.576997,MD-CR-7,MD,Carroll,Westminster 1.0 W,coco,2,0,1.1,,8,1.32,,7,
2.79,-77.020798,39.531345,MD-CR-36,MD,Carroll,Westminster 3.4 SSW,coco,2,0,1.05,,7,1.74,,7,
1.4,-75.9282712,39.3796031,MD-CC-23,MD,Cecil,Cecilton 3.5 WSW,coco,2,0,0.04,,9,1.36,,9,
3.31,-75.91896,39.486,MD-CC-21,MD,Cecil,Chesapeake City 6.5 WSW,coco,2,0,0.34,,8,2.97,,8,
3.57,-75.83121,39.6171,MD-CC-20,MD,Cecil,Elkton 1.1 NNW,coco,2,0,1.26,,8,2.31,,8,
4.09,-75.837966,39.616475,MD-CC-6,MD,Cecil,Elkton 1.3 NW,coco,2,0,1.72,,11,2.37,,11,
4.49,-75.88558,39.651266,MD-CC-16,MD,Cecil,Elkton 4.8 NW,coco,2,0,1.87,,7,2.62,,7,
3.85,-75.84443,39.7008,MD-CC-18,MD,Cecil,Elkton 6.8 N,coco,2,0,1.4,,7,2.45,,7,
4.97,-75.86989,39.697045,MD-CC-10,MD,Cecil,Elkton 7.0 NNW,coco,2,0,1.42,,8,3.55,,8,
2.78,-76.8197,38.5772,MD-CH-41,MD,Charles,Bryantown 1.9 NE,coco,2,0,0.01,,7,2.77,,7,
0.66,-77.202167,38.377472,MD-CH-38,MD,Charles,Nanjemoy 5.3 S,coco,2,0,0.001,T,7,0.66,,7,
1.3,-76.9145,38.5943,MD-CH-35,MD,Charles,Waldorf 3.3 S,coco,2,0,0.01,,8,1.29,,8,
3.18,-75.894896,38.608557,MD-DR-15,MD,Dorchester,Hurlock 1.9 SW,coco,2,0,0,,6,3.18,,6,
1.97,-75.912977,38.513604,MD-DR-9,MD,Dorchester,Vienna 5.0 WNW,coco,2,0,0,,9,1.97,,9,
3.65,-77.4642,39.3064,MD-FR-23,MD,Frederick,Adamstown 0.7 ESE,coco,2,0,1.26,,7,2.39,,7,
6.09,-77.2913,39.6811,182906,MD,Frederick,EMMITSBURG 2 SE,coop,2,0,0.6, ,4,5.49, ,9,
5.67,-77.430926,39.419264,MD-FR-38,MD,Frederick,Frederick 1.0 SW,coco,2,0,0.83,,8,4.84,,8,
4.14,-77.4402,39.3776,MD-FR-44,MD,Frederick,Frederick 3.7 SSW,coco,2,0,0.76,,7,3.38,,7,
4.69,-77.5211,39.34,MD-FR-24,MD,Frederick,Jefferson 1.6 SSE,coco,2,0,0.75,,9,3.94,,9,
4.01,-77.5262,39.4642,MD-FR-20,MD,Frederick,Middletown 1.8 NNE,coco,2,0,0.74,,7,3.27,,7,
2.88,-77.29999,39.399529,MD-FR-41,MD,Frederick,New Market 1.7 NW,coco,2,0,1.19,,9,1.69,,8,
3.34,-77.355161,39.354809,MD-FR-4,MD,Frederick,New Market 4.8 WSW,coco,2,0,1.24,,7,2.1,,7,
5.87,-77.405,39.6125,MD-FR-10,MD,Frederick,Thurmont 0.8 SSE,coco,2,0,0.61,,7,5.26,,7,
5.18,-77.40411,39.667363,MD-FR-30,MD,Frederick,Thurmont 3.0 N,coco,2,0,0.63,,7,4.55,,7,
3.35,-77.235088,39.48146,MD-FR-37,MD,Frederick,Union Bridge 6.8 SSW,coco,2,0,1.02,,7,2.33,,7,
6.09,-79.31826,39.485385,MD-GR-4,MD,Garrett,Mc Henry 4.8 SSE,coco,2,0,1.06,,8,5.03,,8,
5.02,-79.1401,39.5099,188065,MD,Garrett,SAVAGE RIVER DAM,coop,2,0,1.02, ,5,4, ,5,
4.4,-79.4131,39.5227,188315,MD,Garrett,SINES DEEP CREEK,coop,2,0,1, ,5,3.4, ,5,
4.52,-76.1697,39.4716,KAPG,MD,Harford,ABERDEEN PHILLIPS FLD,asos,2,0,1.18, ,6,3.34, ,6,
3.35,-76.378792,39.538517,MD-HR-11,MD,Harford,Bel Air 1.7 W,coco,2,0,0.3,,7,3.05,,7,
5.37,-76.17506,39.65562,182060,MD,Harford,CONOWINGO DAM,coop,2,0,0.67, ,7,4.7, ,7,
3.78,-76.38904,39.502312,MD-HR-33,MD,Harford,Fallston 2.4 ESE,coco,2,0,0.34,,10,3.44,,10,
3.48,-76.373007,39.565534,MD-HR-15,MD,Harford,Forest Hill 1.7 SSE,coco,2,0,0.34,,7,3.14,,7,
5.75,-76.16578,39.57215,MD-HR-4,MD,Harford,Havre De Grace 4.0 WNW,coco,2,0,1.01,,10,4.74,,10,
3.78,-76.3948,39.480854,MD-HR-6,MD,Harford,Kingsville 2.5 NNE,coco,2,0,0.45,,7,3.33,,7,
3.63,-76.5447,39.7025,MD-HR-23,MD,Harford,Norrisville 0.6 WSW,coco,2,0,0.48,,7,3.15,,7,
2.79,-76.421,39.684,MD-HR-29,MD,Harford,Pylesville 2.6 W,coco,2,0,0.34,,9,2.45,,10,
2.19,-76.859767,39.230768,MD-HW-36,MD,Howard,Columbia 1.9 N,coco,2,0,1.36,,7,0.83,,7,
2.34,-76.821032,39.218537,MD-HW-49,MD,Howard,Columbia 2.3 ENE,coco,2,0,1.61,,8,0.73,,8,
2.15,-76.8605,39.2361,MD-HW-18,MD,Howard,Columbia 2.3 N,coco,2,0,1.37,,7,0.78,,7,
3.28,-76.7843,39.2021,MD-HW-3,MD,Howard,Elkridge 1.8 W,coco,2,0,2.37,,5,0.91,,7,
2.12,-76.856997,39.266188,MD-HW-13,MD,Howard,Ellicott City 1.3 WSW,coco,2,0,1.33,,10,0.79,,7,
1.66,-76.89387,39.34285,MD-HW-23,MD,Howard,Marriottsville 0.6 SE,coco,2,0,0.78,,8,0.88,,8,
1.56,-76.904335,39.309696,MD-HW-46,MD,Howard,Marriottsville 2.7 S,coco,2,0,0.88,,7,0.68,,7,
1.53,-77.0776494,39.3281266,MD-HW-48,MD,Howard,Mount Airy 5.4 SE,coco,2,0,0.34,,7,1.19,,7,
2.58,-76.843421,39.1333059,MD-HW-21,MD,Howard,North Laurel 1.5 ESE,coco,2,0,1.67,,7,0.91,,7,
1.19,-76.9688,39.3463,MD-HW-2,MD,Howard,Sykesville 1.7 SSE,coco,2,0,0.45,,7,0.74,,7,
1.13,-76.961685,39.339729,MD-HW-44,MD,Howard,Sykesville 2.2 SSE,coco,2,0,0.46,,7,0.67,,7,
1.26,-76.946837,39.338655,MD-HW-12,MD,Howard,Sykesville 2.6 SE,coco,2,0,0.55,,7,0.71,,7,
3.53,-76.1346,39.3209,MD-KN-4,MD,Kent,Worton 3.9 NW,coco,2,0,0.69,,7,2.84,,7,
3.22,-77.155051,38.998058,MD-MG-66,MD,Montgomery,Bethesda 2.0 WNW,coco,2,0,2.59,,7,0.63,,7,
1.2,-77.26834,39.21999,MD-MG-134,MD,Montgomery,Clarksburg 1.4 SSE,coco,2,0,0.02,,12,1.18,,12,
3.02,-77.012605,39.1038,MD-MG-20,MD,Montgomery,Colesville 1.1 NNW,coco,2,0,2.37,,7,0.65,,7,
2.99,-77.038549,39.092094,MD-MG-18,MD,Montgomery,Colesville 1.7 W,coco,2,0,2.28,,7,0.71,,7,
1.37,-77.195779,39.25341,MD-MG-69,MD,Montgomery,Damascus 1.7 SSE,coco,2,0,0.44,,7,0.93,,7,
1.66,-77.23196,39.26495,182336,MD,Montgomery,DAMASCUS 3 SSW,coop,2,0,0.48, ,6,1.18, ,6,
2.19,-77.510361,39.152565,MD-MG-103,MD,Montgomery,Dickerson 6.6 SW,coco,2,0,1.04,,8,1.15,,8,
1.27,-77.18306,39.17806,MD-MG-63,MD,Montgomery,Gaithersburg 3.1 NE,coco,2,0,0.68,,7,0.59,,7,
1.45,-77.205277,39.24962,MD-MG-117,MD,Montgomery,Gaithersburg 7.5 N,coco,2,0,0.39,,7,1.06,,7,
1.36,-77.22577,39.2385,MD-MG-54,MD,Montgomery,Germantown 4.6 NNE,coco,2,0,0.3,,6,1.06,,6,
1.53,-77.188528,39.264983,MD-MG-76,MD,Montgomery,Laytonsville 4.6 NNW,coco,2,0,0.48,,7,1.05,,7,
1.33,-77.175933,39.189867,MD-MG-138,MD,Montgomery,Montgomery Village 1.1 ENE,coco,2,0,0.65,,7,0.68,,7,
3.01,-77.0574,39.1023,MD-MG-5,MD,Montgomery,Norbeck 1.1 ESE,coco,2,0,2.52,,7,0.49,,7,
1.43,-77.238919,39.151469,MD-MG-128,MD,Montgomery,North Potomac 3.8 N,coco,2,0,0.6,,7,0.83,,7,
2.73,-77.056715,39.156236,MD-MG-78,MD,Montgomery,Olney 1.4 ENE,coco,2,0,2.09,,6,0.64,,6,
0.82,-77.404641,39.140067,MD-MG-65,MD,Montgomery,Poolesville 0.4 SE,coco,2,0,0.15,,8,0.67,,8,
2.18,-77.509722,39.152611,MD-MG-120,MD,Montgomery,Poolesville 5.4 W,coco,2,0,1.03,,8,1.15,,8,
2.89,-77.2075,39.0372,MD-MG-3,MD,Montgomery,Potomac 0.9 NNW,coco,2,0,2.4,,7,0.49,,7,
3.28,-77.16882,39.05563,MD-MG-123,MD,Montgomery,Potomac 2.6 NE,coco,2,0,2.77,,7,0.51,,7,
3.85,-77.146312,39.074061,MD-MG-74,MD,Montgomery,Rockville 0.6 SE,coco,2,0,3.27,,7,0.58,,7,
3.19,-77.094803,39.07259,MD-MG-139,MD,Montgomery,Rockville 3.2 E,coco,2,0,2.67,,9,0.52,,7,
2.7,-77.04873,39.097415,MD-MG-55,MD,Montgomery,Rossmoor 1.3 ESE,coco,2,0,2.27,,7,0.43,,7,
2.94,-77.026488,39.007476,MD-MG-114,MD,Montgomery,Silver Spring 1.4 ENE,coco,2,0,2.01,,7,0.93,,7,
2.47,-77.004083,39.039861,MD-MG-109,MD,Montgomery,Silver Spring 2.1 NNE,coco,2,0,1.77,,8,0.7,,8,
3.02,-77.03182,39.07389,MD-MG-137,MD,Montgomery,Silver Spring 4.2 N,coco,2,0,2.48,,8,0.54,,8,
2.99,-77.008126,39.080732,MD-MG-106,MD,Montgomery,Silver Spring 6.4 NNE,coco,2,0,2.39,,5,0.6,,5,
2.8,-77.008138,38.990164,MD-MG-42,MD,Montgomery,Takoma Park 0.6 NNW,coco,2,0,1.72,,7,1.08,,7,
2.41,-76.988447,39.059816,MD-MG-24,MD,Montgomery,White Oak 1.2 N,coco,2,0,1.6,,7,0.81,,7,
0.36,-76.96258,38.6953,MD-PG-89,MD,Prince George's,Accokeek 3.2 ENE,coco,2,0,0.01,,7,0.35,,7,
2.61,-76.93194,39.0557,MD-PG-82,MD,Prince George's,Beltsville 1.4 NNW,coco,2,0,1.41,,9,1.2,,9,
1.07,-76.7272,38.991,MD-PG-46,MD,Prince George's,Bowie 2.4 NNE,coco,2,0,0.01,,8,1.06,,8,
0.96,-76.78107,38.981064,MD-PG-12,MD,Prince George's,Bowie 2.8 WNW,coco,2,0,0.09,,9,0.87,,9,
1.08,-76.7258606,38.9035759,MD-PG-50,MD,Prince George's,Bowie 3.9 S,coco,2,0,0.01,,7,1.07,,7,
2.43,-76.739766,38.665455,MD-PG-37,MD,Prince George's,Brandywine 6.7 ESE,coco,2,0,0.001,T,7,2.43,,7,
0.66,-77.010343,38.717105,MD-PG-91,MD,Prince George's,Fort Washington 1.3 SSW,coco,2,0,0.01,,7,0.65,,7,
1.85,-76.902013,39.109965,MD-PG-72,MD,Prince George's,Laurel 2.5 WNW,coco,2,0,1.26,,9,0.59,,9,
1.12,-76.90641,38.82243,MD-PG-43,MD,Prince George's,Suitland 2.1 SE,coco,2,0,0,,7,1.12,,7,
2.19,-76.897609,39.117498,MD-PG-85,MD,Prince George's,West Laurel 1.1 N,coco,2,0,1.54,,8,0.65,,8,
0.69,-76.1618,38.9522,MD-QA-6,MD,Queen Anne's,Queenstown 2.6 S,coco,2,0,0,,8,0.69,,8,
1.3,-76.725,38.492,MD-SM-4,MD,Saint Mary's,Charlotte Hall 3.6 ENE,coco,2,0,0.001,T,7,1.3,,7,
1.01,-76.4760829,38.2065318,MD-SM-22,MD,Saint Mary's,Great Mills 4.0 S,coco,2,0,0.01,,7,1,,7,
0.58,-76.633659,38.305538,MD-SM-3,MD,Saint Mary's,Leonardtown 0.6 NE,coco,2,0,0.03,,6,0.55,,6,
1.3,-76.7259,38.4927,185865,MD,Saint Mary's,MECHANICSVILLE 5 NE,coop,2,0,0,T,6,1.3, ,6,
0.59,-76.6445842,38.3533635,MD-SM-21,MD,Saint Mary's,Mechanicsville 7.0 SE,coco,2,0,0,,7,0.59,,7,
0.58,-76.41667,38.3,KNHK,MD,Saint Mary's,PATUXENT RIVER NAS,asos,2,0,0.58, ,24,0, ,24,
2.04,-76.365055,38.120792,MD-SM-1,MD,Saint Mary's,Ridge 1.0 N,coco,2,0,0,,7,2.04,,7,
0.85,-76.42917,38.14167,KNUI,MD,Saint Mary's,ST INIGOES WEBSTER NAVAL OUTLYING FIELD,asos,2,0,0.85, ,24,0,T,24,
0.36,-75.842706,37.981037,MD-SS-18,MD,Somerset,Crisfield 0.9 ENE,coco,2,0,0,,9,0.36,,9,
1.04,-75.953055,38.152892,MD-SS-12,MD,Somerset,Deal Island 0.5 SSW,coco,2,0,0,,7,1.04,,7,
0.83,-75.6822,38.2122,187330,MD,Somerset,PRINCESS ANNE,coop,2,0,0, ,7,0.83, ,7,
0.96,-75.706631,38.174503,MD-SS-1,MD,Somerset,Princess Anne 2.1 SSW,coco,2,0,0,,7,0.96,,7,
0.83,-76.041,38.748,MD-TB-5,MD,Talbot,Easton 2.4 SE,coco,2,0,0,,7,0.83,,7,
1,-76.2115,38.782,MD-TB-4,MD,Talbot,St. Michaels 0.7 SE,coco,2,0,0,,7,1,,7,
0.66,-76.1454,38.6478,MD-TB-23,MD,Talbot,Trappe 4.8 W,coco,2,0,0,,7,0.66,,7,
4.85,-77.701839,39.642307,MD-WH-3,MD,Washington,Hagerstown 1.0 ENE,coco,2,0,0.83,,7,4.02,,7,
4.5,-77.74997,39.6916,MD-WH-19,MD,Washington,Hagerstown 4.1 NNW,coco,2,0,0.66,,7,3.84,,7,
3.9,-77.7304,39.7062,KHGR,MD,Washington,HAGERSTOWN REGIONAL AIRPORT,asos,2,0,3.9, ,24,0, ,24,
3.32,-78.160063,39.699745,MD-WH-11,MD,Washington,Hancock 0.8 ESE,coco,2,0,0.44,,7,2.88,,8,
3.28,-77.7212,39.3983,188207,MD,Washington,SHARPSBURG 5 S,coop,2,0,0.61, ,6,2.67, ,6,
6.48,-77.8471,39.6109,189570,MD,Washington,WILLIAMSPORT,coop,2,0,0.73, ,5,5.75, ,5,
4.61,-77.769369,39.608945,MD-WH-1,MD,Washington,Williamsport 2.8 ENE,coco,2,0,0.72,,6,3.89,,6,
0.85,-75.572959,38.454336,MD-WC-4,MD,Wicomico,Delmar 0.2 NE,coco,2,0,0.001,T,6,0.85,,6,
0.75,-75.56937,38.45163,MD-WC-26,MD,Wicomico,Delmar 0.3 ESE,coco,2,0,0,,6,0.75,,6,
0.72,-75.594784,38.329743,MD-WC-22,MD,Wicomico,Fruitland 1.8 ENE,coco,2,0,0,,7,0.72,,7,
0.88,-75.502668,38.390387,MD-WC-9,MD,Wicomico,Parsonsburg 1.6 WNW,coco,2,0,0.01,,7,0.87,,7,
0,-75.51325,38.34083,KSBY,MD,Wicomico,SALISBURY-WICOMICO REGIONAL AIRPORT,asos,2,0,0, ,24,0, ,24,
0.03,-75.1817,38.2361,MD-WR-19,MD,Worcester,Berlin 6.5 SSE,coco,2,0,0,,8,0.03,,8,
0.21,-75.134006,38.446644,MD-WR-4,MD,Worcester,Bishopville 3.1 E,coco,2,0,0,,5,0.21,,5,
0.41,-75.06024,38.44351,MD-WR-28,MD,Worcester,Ocean City 4.6 NNW,coco,2,0,0.14,,7,0.27,,7,
0,-75.12389,38.30833,KOXB,MD,Worcester,OCEAN CITY MUNICIPAL AP,asos,1,1,0, ,24,X,X,X,
0.18,-75.15849304,38.37215042,MD-WR-21,MD,Worcester,Ocean Pines 0.9 SSW,coco,2,0,0.04,,7,0.14,,7,
0.17,-75.156222,38.366148,MD-WR-10,MD,Worcester,Ocean Pines 1.2 SSW,coco,2,0,0.04,,8,0.13,,8,
0.38,-75.13414,38.36596,MD-WR-17,MD,Worcester,Ocean Pines 1.5 SE,coco,2,0,0,,8,0.38,,8,
0.37,-75.392105,38.166971,MD-WR-14,MD,Worcester,Snow Hill 0.4 S,coco,2,0,0,,7,0.37,,7,
0.48,-74.48705,39.42201,NJ-AT-31,NJ,Atlantic,Absecon City 0.4 E,coco,2,0,0,,8,0.48,,8,
0.65,-74.56699,39.45202,KACY,NJ,Atlantic,ATLANTIC CITY INTL AP,asos,2,0,0.63, ,24,0.02, ,24,
0.29,-74.4242,39.3785,NJWxNet_Atlantic City Marina,NJ,Atlantic,Atlantic City Marina,SafetyNet,2,0,0.24,,24,0.05,,24,
0.33,-74.37256,39.41067,NJ-AT-34,NJ,Atlantic,Brigantine 0.4 ESE,coco,2,0,0,,7,0.33,,7,
1.64,-74.867069,39.54826,NJ-AT-1,NJ,Atlantic,Buena Vista Twp 2.6 NNE,coco,2,0,0.01,,7,1.63,,7,
0.82,-74.63611111,39.52511389,NJ-AT-39,NJ,Atlantic,Egg Harbor City 3.5 SW,coco,2,0,0.01,,8,0.81,,8,
0.8,-74.647077,39.531434,NJ-AT-17,NJ,Atlantic,Egg Harbor City 3.6 SW,coco,2,0,0.01,,8,0.79,,8,
0.81,-74.6247975,39.3928594,NJ-AT-13,NJ,Atlantic,Egg Harbor Twp 1.3 NW,coco,2,0,0,,7,0.81,,7,
0.56,-74.5421,39.4227,NJWxNet_Egg Harbor Twp.,NJ,Atlantic,Egg Harbor Twp.,Mesonet,2,0,0.5,,35,0.06,,35,
0.66,-74.82932,39.38293,282805,NJ,Atlantic,ESTELL MANOR,coop,2,0,0, ,7,0.66, ,6,
0.73,-74.84708,39.373952,NJ-AT-11,NJ,Atlantic,Estell Manor 4.0 WNW,coco,2,0,0,,8,0.73,,8,
1.79,-74.8514,39.595,PNS_19,NJ,Atlantic,Folsom,HADS RAIN_24 9/02/2021 0100 PM,1,0,1.79,,1,,,,
1.57,-74.80483285,39.55646343,NJ-AT-2,NJ,Atlantic,Folsom 3.2 SE,coco,2,0,0.01,,8,1.56,,8,
0.68,-74.46086884,39.49022675,NJ-AT-22,NJ,Atlantic,Galloway Twp 0.9 E,coco,2,0,0,,8,0.68,,8,
0.54,-74.5087,39.457,NJ-AT-46,NJ,Atlantic,Galloway Twp 2.9 SW,coco,2,0,0.001,T,7,0.54,,7,
1.4,-74.8125522,39.5287758,NJ-AT-53,NJ,Atlantic,Hamilton Twp 4.5 NW,coco,1,1,0,,15,1.4,,,
0.74,-74.6361,39.443566,NJ-AT-45,NJ,Atlantic,Hamilton Twp 6.6 ESE,coco,2,0,0,,7,0.74,,7,
1.84,-74.7582,39.63548,NJWxNet_Hammonton,NJ,Atlantic,Hammonton,Mesonet,2,0,1.78,,40,0.06,,40,
2.09,-74.80478,39.64415,283662,NJ,Atlantic,HAMMONTON 1 NE,coop,2,0,0.09, ,7,2, ,7,
1.86,-74.78947,39.6429,NJ-AT-51,NJ,Atlantic,Hammonton 1.5 SW,coco,1,1,X,X,X,1.86,,7,ok
2.22,-74.79362,39.641307,NJ-AT-52,NJ,Atlantic,Hammonton 1.7 SW,coco,2,0,0,,7,2.22,,7,
1.59,-74.761894,39.629837,NJ-AT-36,NJ,Atlantic,Hammonton 1.9 S,coco,2,0,0.01,,7,1.58,,7,
1.98,-74.816615,39.63646967,NJ-AT-50,NJ,Atlantic,Hammonton 3.0 WSW,coco,2,0,0.05,,8,1.93,,8,
2.17,-74.826086,39.640364,NJ-AT-5,NJ,Atlantic,Hammonton 3.3 WSW,coco,2,0,0.03,,8,2.14,,8,
0.42,-74.575928,39.334645,NJ-AT-9,NJ,Atlantic,Linwood 0.7 SSW,coco,2,0,0.001,T,7,0.42,,7,
0.32,-74.5036,39.3377,285243,NJ,Atlantic,MARGATE,coop,2,0,0, ,6,0.32, ,6,
0.64,-74.74723,39.45044,285346,NJ,Atlantic,MAYS LANDING 1 W,coop,2,0,0, ,8,0.64, ,8,
0.88,-74.733,39.54977,NJWxNet_Mullica Twp.,NJ,Atlantic,Mullica Twp.,SafetyNet,2,0,0.86,,58,0.02,,58,
0.3,-74.570788,39.368125,NJ-AT-54,NJ,Atlantic,Northfield 0.9 WSW,coco,1,1,X,X,X,0.3,,8,ok
1.13,-74.4886,39.5218,NJ-AT-21,NJ,Atlantic,Port Republic 0.8 SSW,coco,2,0,0.02,,7,1.11,,7,
0.32,-74.6064,39.3227,NJ-AT-48,NJ,Atlantic,Somers Point 0.4 N,coco,2,0,0,,7,0.32,,8,
0.23,-74.48857,39.33819,NJ-AT-49,NJ,Atlantic,Ventnor City 0.5 SSW,coco,2,0,0,,6,0.23,,6,
0.6,-74.761967,39.431281,NJ-AT-33,NJ,Atlantic,Weymouth Twp 2.1 ENE,coco,2,0,0,,8,0.6,,8,
6.38,-74.118264,40.95109,NJ-BG-17,NJ,Bergen,Glen Rock 0.7 SSE,coco,2,0,0.1,,7,6.28,,,
6.81,-74.0135,40.9593,NJWxNet_Haworth,NJ,Bergen,Haworth,Mesonet,2,0,6.59,,42,0.22,,42,
7.64,-74.104617,40.784214,NJWxNet_Lyndhurst,NJ,Bergen,Lyndhurst,Mesonet,2,0,7.46,,54,0.18,,54,
5.9,-74.01796,41.0393,NJ-BG-49,NJ,Bergen,Montvale 1.9 ESE,coco,2,0,,,,5.9,,7,
9.02,-74.13979,40.791492,NJ-BG-15,NJ,Bergen,North Arlington 0.7 WNW,coco,2,0,0.22,,10,8.8,,7,
5.48,-74.233383,41.01905,NJ-BG-23,NJ,Bergen,Oakland 0.9 SSE,coco,2,0,0.2,,8,5.28,,8,
5.53,-74.223632,41.025324,NJ-BG-30,NJ,Bergen,Oakland 1.0 ESE,coco,2,0,0.14,,7,5.39,,7,
6.86,-74.000247,40.848094,NJ-BG-18,NJ,Bergen,Palisades Park 0.2 WNW,coco,2,0,0.15,,9,6.71,,9,
5.64,-74.1474,41.0656,NJWxNet_Ramsey,NJ,Bergen,Ramsey,SafetyNet,2,0,5.39,,68,0.25,,68,
7.28,-73.9775,40.91467,NJ-BG-3,NJ,Bergen,Tenafly 1.3 W,coco,2,0,0.11,,8,7.17,,8,
7.04,-74.06139,40.85,KTEB,NJ,Bergen,TETERBORO AIRPORT,asos,2,0,6.97, ,24,0.07, ,24,
1.33,-74.407,39.612,NJ-BT-81,NJ,Burlington,Bass River Twp 3.8 SSE,coco,2,0,0.02,,7,1.31,,10,
3.12,-74.68825,40.15137,NJ-BT-83,NJ,Burlington,Bordentown 1.1 E,coco,2,0,0.07,,7,3.05,,7,
2.32,-74.8209,40.0786,NJ-BT-3,NJ,Burlington,Burlington 1.7 E,coco,2,0,0.05,,7,2.27,,8,
2.51,-74.7325,40.0334,NJWxNet_Columbus,NJ,Burlington,Columbus,Mesonet,2,0,2.5,,31,0.01,,31,
1.39,-74.425002,39.812481,,NJ,Burlington,Coyle Field,RAWS,,,,,,,,,
